	exp_with_feature_sel_1	exp_with_feature_sel_2	exp_with_feature_sel_3	exp_with_feature_sel_4	exp_with_feature_sel_5	exp_with_feature_sel_6	exp_with_feature_sel_7	exp_with_feature_sel_8	exp_with_feature_sel_9	exp_with_feature_sel_10	exp_with_feature_sel_11	exp_with_feature_sel_12	exp_with_feature_sel_13	exp_with_feature_sel_14	exp_with_feature_sel_15	exp_with_feature_sel_16	exp_with_feature_sel_17	exp_with_feature_sel_18	exp_with_feature_sel_19	exp_with_feature_sel_20
prn_____________A	0.6494311849275123	0.8327992515716464	0.5139838993643138	0.46630040886831153	0.5220262863529144	0.662378498377835	0.48917445015387073	0.5647330838044032	0.7434928556391058	0.5940109530844925	0.8383051038327851	0.7726137934585918	0.7579766332295678	0.7111152810530021	0.813296538442695	0.6221278104143335	0.748586806889275	0.8086074749305975	0.8262075562927721	0.697222276892748
pri_____________A	0.29685920099852153	0.27886234117154013	0.30536369458716567	0.332651149290201	0.5981541087385973	0.38876191195443366	0.3501381616096124	0.4000287258127603	0.4375258618121994	0.32875016144981073	0.2820522314998731	0.16704564138531255	0.46552157000864314	0.32229043541975066	0.33183159139927304	0.2227925360892574	0.3637621070362593	0.34421072047372503	0.3509679738475324	0.23392863191031288
ani_____________A	0.5688917622352326	0.46807544930366535	0.47751428668402296	0.3433030319528515	0.549681544522836	0.30192108326887407	0.3715085540404398	0.4214706030061045	0.5472591954106802	0.37850515139825086	0.4910317053398159	0.4622860877437897	0.663368337117143	0.5744150262100163	0.49495693204498165	0.44090454884762603	0.46377664775974087	0.5322539650844375	0.547180486410356	0.5109145108192187
prk_____________A	0.8903894886459354	0.8960732306694966	0.7931744273832991	0.7527715543931547	0.783913409786517	0.7400467745779119	0.7098246094696417	0.7980692471104189	0.8658108593562762	0.7004274475969847	0.8815338349915683	0.8075906946232074	0.9206800566472352	0.8705230196554744	0.8600950952491497	0.7839378802015549	0.7938192175868095	0.851347820593842	0.8678901189432793	0.8633337329132215
ant_____________A	0.8081877963555247	0.8106450235946916	0.7962500459405079	0.6757476826080268	0.7445571944062895	0.509043308668745	0.6722456752935351	0.6253785699880801	0.7797281332399884	0.64309090057496	0.8424886345634133	0.7421887452430819	0.8111038620794369	0.8140485749785982	0.8010178063716752	0.7275966908377998	0.6683931038737101	0.7871693850147778	0.8217484261627975	0.7571420988451313
rgk_____________A	0.5362463422624117	0.4434681520516805	0.5818602442084367	0.6169765474894551	0.7073896753005979	0.40454403358535024	0.6439299178970781	0.5495340161462249	0.5322058592075714	0.5920647174226518	0.5502860773014752	0.4676946540974413	0.462564835105452	0.49701092321977347	0.5344413467069452	0.5802632885607648	0.6308468990815651	0.5610403903316074	0.6083565908406325	0.34686215814708826
prt_____________A	0.7168505515946644	0.6846729169262479	0.6218056896291226	0.753339255193117	0.7901064517793075	0.6878114307520721	0.7075084663677123	0.7527406410847693	0.7178048256896069	0.708902194495016	0.6461844383316839	0.6476216710595646	0.6908855140074361	0.6575429553997133	0.6627667929126182	0.679911633749629	0.7659809265564475	0.6953788435858016	0.7600047902165769	0.5698535133205228
prw_____________A	0.6582780397347537	0.5935214495755067	0.6131812107846434	0.7105223416263162	0.7643171718540229	0.6033200409599377	0.6962013238376983	0.69678148681634	0.6843870085009967	0.6735801615266475	0.6190969887153266	0.5921890648569391	0.6247769923017977	0.5998344936847061	0.6313211132491672	0.6821253467934006	0.7408722654161916	0.6565725956272793	0.6942992904279156	0.5032796142798861
sjr_____________A	0.4321929714737986	0.6540338404541045	0.31919432772250694	0.4551614620337154	0.5132786865978143	0.6501865365894881	0.4901731683943482	0.5641894848446818	0.5311454083163287	0.585915571477765	0.6322769158413941	0.6145492212488054	0.5153347502158171	0.4552100258968286	0.6503882829929957	0.449795601246259	0.7021136236046623	0.6744048746581232	0.7432798075286302	0.40227850541266347
prv_____________R	0.6095244941643333	0.7646952534821241	0.5321877902054122	0.3549816707729529	0.5553314537979797	0.694515527975298	0.49839940634193036	0.5473149621199676	0.7554447774636459	0.6295012425934337	0.7638129388020555	0.7995149735486171	0.6931849326509407	0.7508242671418454	0.8210064344918929	0.5978419564800374	0.7249299277516907	0.8253068017584149	0.8411725713664989	0.7449650715776144
